,Image,Collection,Production,Date,Occasion,Leaflet Language,Multiple Bill,Performance_ID,Normalized Title,Original Language,Composer,Original Premiere,Original Title,Genre,Title Language,Season,Directors
908,Scan 2024-02-26 1148-27.jpeg,1949-1950,De Rozenkavalier,1950-04-16,,ned,False,431482,De Rozenkavalier,DUI,Richard Strauss,1911,Der Rosenkavalier,comic-fantasy,NL,1949-1950,Karel Bogaers
909,Scan 2024-02-26 1148-29.jpeg,1949-1950,De Vledermuis,1950-04-18,jubelvertoning,ned,False,994594,De Vledermuis,DUI,Johan Strauss,1874,Die Fledermaus,operetta,NL,1949-1950,Karel Bogaers
910,Scan 2024-02-26 1148-39.jpeg,1949-1950,Zwarte Viooltjes,1950-04-20,,ned,False,141639,Zwarte Viooltjes,NL,August Baeyens,1937,Zwarte Viooltjes,operette,NL,1949-1950,Karel Bogaers
911,Scan 2024-02-26 1148-41.jpeg,1949-1950,Tannhäuser,1950-04-22,,ned,False,245004,Tannhauser,DUI,Richard Wagner,1845,Tannhäuser,romantische oper,Unk,1949-1950,Karel Bogaers
912,Scan 2024-02-26 1148-43.jpeg,1949-1950,Carmen,1950-04-23,,ned,False,811061,Carmen,FR,Georges Bizet,1875,Carmen,opéra comique,Unk,1949-1950,Karel Bogaers
913,Scan 2024-02-26 1148-49.jpeg,1949-1950,De Troubadour,1950-04-25,galavoorstelling,ned+fra,False,338133,De Troubadour,ITA,Giuseppe Verdi,1853,Il trovatore,romantische opera,NL,1949-1950,Karel Bogaers
914,Scan 2024-02-26 1148-60.jpeg,1949-1950,Thaïs,1950-04-23,,ned,False,598515,Thaïs,N/A,N/A,N/A,N/A,N/A,N/A,1949-1950,Karel Bogaers
915,Scan 2024-02-26 1148-62.jpeg,1949-1950,Het Land van den Glimlach,1950-04-27,,ned,False,418856,Het Land van den Glimlach,DUI,Franz Lehár,1923,Das Land des Lächelns,leichte oper,NL,1949-1950,Karel Bogaers
916,Scan 2024-02-26 1148-64.jpeg,1949-1950,Rossini te Napels,1950-04-29,,ned,False,580674,Rossini te Napels,DUI,Bernhard Paumgartner,1936,Rossini en Neapel,komische oper,NL,1949-1950,Karel Bogaers
917,Scan 2024-02-26 1148-66.jpeg,1949-1950,Thaïs,1950-04-30,,ned,False,611589,Thaïs,N/A,N/A,N/A,N/A,N/A,N/A,1949-1950,Karel Bogaers
918,Scan 2024-02-26 1148-68.jpeg,1949-1950,Rossini te Napels,1950-04-30,,ned,False,566233,Rossini te Napels,DUI,Bernhard Paumgartner,1936,Rossini en Neapel,komische oper,NL,1949-1950,Karel Bogaers
919,Scan 2024-02-26 1157-3.jpeg,1949-1950,Thaïs,1950-05-02,,ned,False,633943,Thaïs,N/A,N/A,N/A,N/A,N/A,N/A,1949-1950,Karel Bogaers
920,Scan 2024-02-26 1157-5.jpeg,1949-1950,Tosca,1950-05-04,,ned,False,342550,Tosca,ITA,Giacomo Puccini,1900,Tosca,verismo opera,Unk,1949-1950,Karel Bogaers
921,Scan 2024-02-26 1157-6.jpeg,1949-1950,Faust,1950-05-06,,ned,False,486081,Faust,FR,Charles Gounod,1859,Faust,grand opera,Unk,1949-1950,Karel Bogaers
922,Scan 2024-02-26 1157-8.jpeg,1949-1950,Tannhäuser,1950-05-07,,ned,False,705640,Tannhauser,DUI,Richard Wagner,1845,Tannhäuser,romantische oper,Unk,1949-1950,Karel Bogaers
923,Scan 2024-02-26 1157-10.jpeg,1949-1950,Tosca,1950-05-07,,ned,False,221038,Tosca,ITA,Giacomo Puccini,1900,Tosca,verismo opera,Unk,1949-1950,Karel Bogaers
924,Scan 2024-02-26 1157-11.jpeg,1949-1950,Marouf,1950-05-09,galavoorstelling,ned+fra,False,698692,Marouf,FR,Lucien Népoty,1914,Mârouf,opéra comique,unk,1949-1950,Karel Bogaers
925,Scan 2024-02-26 1157-19.jpeg,1949-1950,Faust,1950-05-11,,ned,False,865338,Faust,FR,Charles Gounod,1859,Faust,grand opera,Unk,1949-1950,Karel Bogaers
926,Scan 2024-02-26 1157-21.jpeg,1949-1950,De Nachtwacht,1950-05-13,,ned,False,932774,De Nachtwacht,NL,Henk Badings,1950,De Nachtwacht,opera,NL,1949-1950,Karel Bogaers
927,Scan 2024-02-26 1157-23.jpeg,1949-1950,Rossini te Napels,1950-05-14,,ned,False,406381,Rossini te Napels,DUI,Bernhard Paumgartner,1936,Rossini en Neapel,komische oper,NL,1949-1950,Karel Bogaers
928,Scan 2024-02-26 1157-25.jpeg,1949-1950,De Walküre,1950-05-14,,ned,False,506184,De Walkure,DUI,Richard Wagner,1874,Die Walküre,gesamtkunstwerk,NL,1949-1950,Karel Bogaers
929,Scan 2024-02-26 1157-27.jpeg,1949-1950,Rossini te Napels,1950-05-16,,ned,False,912325,Rossini te Napels,DUI,Bernhard Paumgartner,1936,Rossini en Neapel,komische oper,NL,1949-1950,Karel Bogaers
930,Scan 2024-02-26 1157-29.jpeg,1949-1950,Tannhäuser,1950-05-18,,ned,False,384616,Tannhauser,DUI,Richard Wagner,1845,Tannhäuser,romantische oper,Unk,1949-1950,Karel Bogaers
931,Scan 2024-02-26 1157-31.jpeg,1949-1950,Tosca,1950-05-20,,ned,False,704493,Tosca,ITA,Giacomo Puccini,1900,Tosca,verismo opera,Unk,1949-1950,Karel Bogaers
932,Scan 2024-02-26 1157-32.jpeg,1949-1950,De Nachtwacht,1950-05-21,,ned,False,563660,De Nachtwacht,NL,Henk Badings,1950,De Nachtwacht,opera,NL,1949-1950,Karel Bogaers
933,Scan 2024-02-26 1157-34.jpeg,1949-1950,De Vogelhandelaar,1950-05-21,,ned,False,177913,De Vogelhandelaar,DUI,Carl Zeller,1891,Der Vogelhändler,operette,NL,1949-1950,Karel Bogaers
934,Scan 2024-02-26 1157-36.jpeg,1949-1950,De Vogelhandelaar,1950-05-23,,ned,False,458893,De Vogelhandelaar,DUI,Carl Zeller,1891,Der Vogelhändler,operette,NL,1949-1950,Karel Bogaers
935,Scan 2024-02-26 1157-38.jpeg,1949-1950,Rossini te Napels,1950-05-25,,ned,False,155942,Rossini te Napels,DUI,Bernhard Paumgartner,1936,Rossini en Neapel,komische oper,NL,1949-1950,Karel Bogaers
936,Scan 2024-02-26 1157-40.jpeg,1949-1950,De Toverfluit,1950-05-27,,ned,False,851030,Tooverfluit,DUI,Wolfgang Amadeus Mozart,1791,Die Zauberflöte,zangspel,NL,1949-1950,Karel Bogaers
937,Scan 2024-02-26 1157-42.jpeg,1949-1950,De Vogelhandelaar,1950-05-28,,ned,False,555062,De Vogelhandelaar,DUI,Carl Zeller,1891,Der Vogelhändler,operette,NL,1949-1950,Karel Bogaers
938,Scan 2024-02-26 1157-44.jpeg,1949-1950,De Nachtwacht,1950-05-28,,ned,False,404102,De Nachtwacht,NL,Henk Badings,1950,De Nachtwacht,opera,NL,1949-1950,Karel Bogaers
939,Scan 2024-02-26 1157-46.jpeg,1949-1950,Zwarte Viooltjes,1950-05-30,,ned,False,281122,Zwarte Viooltjes,NL,August Baeyens,1937,Zwarte Viooltjes,operette,NL,1949-1950,Karel Bogaers
940,Scan 2024-02-26 1206-3.jpeg,1949-1950,De Nachtwacht,1950-06-01,,ned,False,437472,De Nachtwacht,NL,Henk Badings,1950,De Nachtwacht,opera,NL,1949-1950,Karel Bogaers
941,Scan 2024-02-26 1206-5.jpeg,1949-1950,De Vogelhandelaar,1950-06-03,,ned,False,317909,De Vogelhandelaar,DUI,Carl Zeller,1891,Der Vogelhändler,operette,NL,1949-1950,Karel Bogaers
942,Scan 2024-02-26 1206-7.jpeg,1949-1950,De Goochelaar van O.L. Vrouw,1950-06-04,,ned,False,416977,De Goochelaar van O.L. Vrouw,FRA,Jules Massenet,1902,Le Jongleur de Notre-Dame,opera,NL,1949-1950,Karel Bogaers
943,Scan 2024-02-26 1206-9.jpeg,1949-1950,De Toverfluit,1950-06-04,,ned,False,603186,Tooverfluit,DUI,Wolfgang Amadeus Mozart,1791,Die Zauberflöte,zangspel,NL,1949-1950,Karel Bogaers
944,Scan 2024-02-26 1206-11.jpeg,1949-1950,Faust,1950-06-06,in memoriam-voorstelling,ned,False,823599,Faust,FR,Charles Gounod,1859,Faust,grand opera,Unk,1949-1950,Karel Bogaers
945,Scan 2024-02-26 1206-20.jpeg,1949-1950,De Vogelhandelaar,1950-06-08,,ned,False,647209,De Vogelhandelaar,DUI,Carl Zeller,1891,Der Vogelhändler,operette,NL,1949-1950,Karel Bogaers
946,Scan 2024-02-26 1206-22.jpeg,1949-1950,Petrouchka,1950-06-10,,ned,True,301710,Petrouchka,RUS,Igor Stravinsky,1911,Petroesjka,ballet,unk,1949-1950,Karel Bogaers
947,Scan 2024-02-26 1206-22.jpeg,1949-1950,Sylvia,1950-06-10,,ned,True,301710,Sylvia,FR,Leo Delibes,1876,Sylvia,ballet,unk,1949-1950,Karel Bogaers
948,Scan 2024-02-26 1206-24.jpeg,1949-1950,De Toverfluit,1950-06-11,,ned,False,799916,Tooverfluit,DUI,Wolfgang Amadeus Mozart,1791,Die Zauberflöte,zangspel,NL,1949-1950,Karel Bogaers
949,Scan 2024-02-26 1206-26.jpeg,1949-1950,De Tsarewitsch,1950-06-11,,ned,False,578563,De Tsarewitsch,DUI,Franz Lehár,1926,Der Zarewitsch,operette,NL,1949-1950,Karel Bogaers
950,Scan 2024-02-26 1206-28.jpeg,1949-1950,De Vogelhandelaar,1950-06-13,,ned,False,286672,De Vogelhandelaar,DUI,Carl Zeller,1891,Der Vogelhändler,operette,NL,1949-1950,Karel Bogaers
951,Scan 2024-02-26 1206-30.jpeg,1949-1950,De Toverfluit,1950-06-15,,ned,False,454215,Tooverfluit,DUI,Wolfgang Amadeus Mozart,1791,Die Zauberflöte,zangspel,NL,1949-1950,Karel Bogaers
952,Scan 2024-02-26 1206-32.jpeg,1949-1950,Goyescas,1950-06-17,,ned,False,760618,Goyescas,SPA,Enrique Granados,1916,Goyescas,opera,unk,1949-1950,Karel Bogaers
953,Scan 2024-02-26 1206-34.jpeg,1949-1950,Petrouchka,1950-06-18,,ned,True,737074,Petrouchka,RUS,Igor Stravinsky,1911,Petroesjka,ballet,unk,1949-1950,Karel Bogaers
954,Scan 2024-02-26 1206-34.jpeg,1949-1950,Sylvia,1950-06-18,,ned,True,737074,Sylvia,FR,Leo Delibes,1876,Sylvia,ballet,unk,1949-1950,Karel Bogaers
955,Scan 2024-02-26 1206-36.jpeg,1949-1950,Faust,1950-06-18,,ned,False,658584,Faust,FR,Charles Gounod,1859,Faust,grand opera,Unk,1949-1950,Karel Bogaers
956,Scan 2024-02-26 1206-38.jpeg,1949-1950,Zwarte Viooltjes,1950-06-20,,ned,False,854023,Zwarte Viooltjes,NL,August Baeyens,1937,Zwarte Viooltjes,operette,NL,1949-1950,Karel Bogaers
957,Scan 2024-02-26 1206-40.jpeg,1949-1950,Goyescas,1950-06-22,,ned,False,308763,Goyescas,SPA,Enrique Granados,1916,Goyescas,opera,unk,1949-1950,Karel Bogaers
958,Scan 2024-02-26 1206-42.jpeg,1949-1950,De Tsarewitsch,1950-06-24,,ned,False,550989,De Tsarewitsch,DUI,Franz Lehár,1926,Der Zarewitsch,operette,NL,1949-1950,Karel Bogaers
959,Scan 2024-02-26 1206-44.jpeg,1949-1950,Goyescas,1950-06-25,,ned,False,988611,Goyescas,SPA,Enrique Granados,1916,Goyescas,opera,unk,1949-1950,Karel Bogaers
960,Scan 2024-02-26 1206-46.jpeg,1949-1950,Petrouchka,1950-06-25,,ned,True,359826,Petrouchka,RUS,Igor Stravinsky,1911,Petroesjka,ballet,unk,1949-1950,Karel Bogaers
961,Scan 2024-02-26 1206-46.jpeg,1949-1950,Sylvia,1950-06-25,,ned,True,359826,Sylvia,FR,Leo Delibes,1876,Sylvia,ballet,unk,1949-1950,Karel Bogaers
962,Scan 2024-02-26 1206-48.jpeg,1949-1950,De Tsarewitsch,1950-06-27,,ned,False,507448,De Tsarewitsch,DUI,Franz Lehár,1926,Der Zarewitsch,operette,NL,1949-1950,Karel Bogaers
963,Scan 2024-02-26 1206-50.jpeg,1949-1950,De Nieuwsgierige Vrouwtjes,1950-06-29,,ned,False,814845,De Nieuwsgierige Vrouwtjes,ITA,Ermanno Wolf-Ferrari,1912,Le Donne Curiose,opera,NL,1949-1950,Karel Bogaers
964,Scan 2024-02-26 1213-3.jpeg,1949-1950,De Nieuwsgierige Vrouwtjes,1950-07-01,,ned,False,611753,De Nieuwsgierige Vrouwtjes,ITA,Ermanno Wolf-Ferrari,1912,Le Donne Curiose,opera,NL,1949-1950,Karel Bogaers
965,Scan 2024-02-26 1213-5.jpeg,1949-1950,Faust,1950-07-02,,ned,False,664884,Faust,FR,Charles Gounod,1859,Faust,grand opera,Unk,1949-1950,Karel Bogaers
966,Scan 2024-02-26 1213-7.jpeg,1949-1950,De Goochelaar van O.L. Vrouw,1950-07-02,,ned,False,119494,De Goochelaar van O.L. Vrouw,FRA,Jules Massenet,1902,Le Jongleur de Notre-Dame,opera,NL,1949-1950,Karel Bogaers
967,Scan 2024-02-26 1213-9.jpeg,1949-1950,De Nieuwsgierige Vrouwtjes,1950-07-04,,ned,False,283828,De Nieuwsgierige Vrouwtjes,ITA,Ermanno Wolf-Ferrari,1912,Le Donne Curiose,opera,NL,1949-1950,Karel Bogaers
968,Scan 2024-02-26 1213-11.jpeg,1949-1950,Petrouchka,1950-07-06,,ned,True,554455,Petrouchka,RUS,Igor Stravinsky,1911,Petroesjka,ballet,unk,1949-1950,Karel Bogaers
969,Scan 2024-02-26 1213-11.jpeg,1949-1950,Sylvia,1950-07-06,,ned,True,554455,Sylvia,FR,Leo Delibes,1876,Sylvia,ballet,unk,1949-1950,Karel Bogaers
970,Scan 2024-02-26 1213-13.jpeg,1949-1950,De Goochelaar van O.L. Vrouw,1950-07-08,,ned,False,747949,De Goochelaar van O.L. Vrouw,FRA,Jules Massenet,1902,Le Jongleur de Notre-Dame,opera,NL,1949-1950,Karel Bogaers
971,Scan 2024-02-26 1213-15.jpeg,1949-1950,De Tsarewitsch,1950-07-09,,ned,False,952758,De Tsarewitsch,DUI,Franz Lehár,1926,Der Zarewitsch,operette,NL,1949-1950,Karel Bogaers
972,Scan 2024-02-26 1213-17.jpeg,1949-1950,De Nieuwsgierige Vrouwtjes,1950-07-09,,ned,False,620559,De Nieuwsgierige Vrouwtjes,ITA,Ermanno Wolf-Ferrari,1912,Le Donne Curiose,opera,NL,1949-1950,Karel Bogaers
973,Scan 2024-02-26 1213-19.jpeg,1949-1950,Petrouchka,1950-07-11,,ned,True,406461,Petrouchka,RUS,Igor Stravinsky,1911,Petroesjka,ballet,unk,1949-1950,Karel Bogaers
974,Scan 2024-02-26 1213-19.jpeg,1949-1950,Sylvia,1950-07-11,,ned,True,406461,Sylvia,FR,Leo Delibes,1876,Sylvia,ballet,unk,1949-1950,Karel Bogaers
975,Scan 2024-02-26 1213-21.jpeg,1949-1950,De Tsarewitsch,1950-07-13,,ned,False,933468,De Tsarewitsch,DUI,Franz Lehár,1926,Der Zarewitsch,operette,NL,1949-1950,Karel Bogaers
976,Scan 2024-02-26 1213-23.jpeg,1949-1950,Monika,1950-07-15,,ned,False,547215,Monika,DUI,Nico Dostal,1937,Monika,operette,Unk,1949-1950,Karel Bogaers
977,Scan 2024-02-26 1213-25.jpeg,1949-1950,De Nieuwsgierige Vrouwtjes,1950-07-16,,ned,False,262246,De Nieuwsgierige Vrouwtjes,ITA,Ermanno Wolf-Ferrari,1912,Le Donne Curiose,opera,NL,1949-1950,Karel Bogaers
978,Scan 2024-02-26 1213-27.jpeg,1949-1950,Goyescas,1950-07-16,,ned,False,316387,Goyescas,SPA,Enrique Granados,1916,Goyescas,opera,unk,1949-1950,Karel Bogaers
979,Scan 2024-02-26 1213-29.jpeg,1949-1950,Monika,1950-07-18,,ned,False,763281,Monika,DUI,Nico Dostal,1937,Monika,operette,Unk,1949-1950,Karel Bogaers
980,Scan 2024-02-26 1213-31.jpeg,1949-1950,Faust,1950-07-20,,ned,False,847356,Faust,FR,Charles Gounod,1859,Faust,grand opera,Unk,1949-1950,Karel Bogaers
981,Scan 2024-02-26 1213-33.jpeg,1949-1950,De Vledermuis,1950-07-22,,ned,False,691661,De Vledermuis,DUI,Johan Strauss,1874,Die Fledermaus,operetta,NL,1949-1950,Karel Bogaers
982,Scan 2024-02-26 1213-35.jpeg,1949-1950,Monika,1950-07-23,,ned,False,773213,Monika,DUI,Nico Dostal,1937,Monika,operette,Unk,1949-1950,Karel Bogaers
983,Scan 2024-02-26 1213-37.jpeg,1949-1950,De Vledermuis,1950-07-23,,ned,False,454250,De Vledermuis,DUI,Johan Strauss,1874,Die Fledermaus,operetta,NL,1949-1950,Karel Bogaers
984,Scan 2024-02-26 1213-39.jpeg,1949-1950,De Tsarewitsch,1950-07-25,,ned,False,697127,De Tsarewitsch,DUI,Franz Lehár,1926,Der Zarewitsch,operette,NL,1949-1950,Karel Bogaers
985,Scan 2024-02-26 1213-41.jpeg,1949-1950,Monika,1950-07-27,,ned,False,383921,Monika,DUI,Nico Dostal,1937,Monika,operette,Unk,1949-1950,Karel Bogaers
986,Scan 2024-02-26 1213-43.jpeg,1949-1950,Faust,1950-07-29,,ned,False,279105,Faust,FR,Charles Gounod,1859,Faust,grand opera,Unk,1949-1950,Karel Bogaers
987,Scan 2024-02-26 1213-45.jpeg,1949-1950,Monika,1950-07-30,,ned,False,995775,Monika,DUI,Nico Dostal,1937,Monika,operette,Unk,1949-1950,Karel Bogaers
988,Scan 2024-02-26 1230-19.jpeg,1950-1951,De Meesterzangers van Nurenberg,1950-09-23,openingsvoorstelling,ned,False,514099,De Meesterzangers van Nurenberg,DUI,Richard Wagner,1868,Die Meistersinger von Nürnberg,zangspel,NL,1950-1951,Karel Bogaers
990,Scan 2024-02-26 1240-4.jpeg,1950-1951,De Nieuwsgierige Vrouwtjes,1950-09-24,,ned,False,702137,De Nieuwsgierige Vrouwtjes,ITA,Ermanno Wolf-Ferrari,1912,Le Donne Curiose,opera,NL,1950-1951,Karel Bogaers
992,Scan 2024-02-26 1240-8.jpeg,1950-1951,Rigoletto,1950-10-26,,ned,False,715073,Rigoletto,ITA,Giuseppe Verdi,1851,Rigoletto,melodrama,Unk,1950-1951,Karel Bogaers
993,Scan 2024-02-26 1240-10.jpeg,1950-1951,Bohème,1950-09-28,,ned,False,764745,Bohème,ITA,Giacomo Puccini,1897,La bohème,verismo opera,Unk,1950-1951,Karel Bogaers
994,Scan 2024-02-26 1240-11.jpeg,1950-1951,Rigoletto,1950-09-30,,ned,False,504872,Rigoletto,ITA,Giuseppe Verdi,1851,Rigoletto,melodrama,Unk,1950-1951,Karel Bogaers
995,Scan 2024-02-26 1240-13.jpeg,1950-1951,Bohème,1950-10-01,,ned,False,879351,Bohème,ITA,Giacomo Puccini,1897,La bohème,verismo opera,Unk,1950-1951,Karel Bogaers
996,Scan 2024-02-26 1240-14.jpeg,1950-1951,De Meesterzangers van Nurenberg,1950-10-01,,ned,False,722017,De Meesterzangers van Nurenberg,DUI,Richard Wagner,1868,Die Meistersinger von Nürnberg,zangspel,NL,1950-1951,Karel Bogaers
997,Scan 2024-02-26 1240-16.jpeg,1950-1951,De Nieuwsgierige Vrouwtjes,1950-10-03,,ned,False,209643,De Nieuwsgierige Vrouwtjes,ITA,Ermanno Wolf-Ferrari,1912,Le Donne Curiose,opera,NL,1950-1951,Karel Bogaers
998,Scan 2024-02-26 1240-18.jpeg,1950-1951,Rigoletto,1950-10-05,,ned,False,162107,Rigoletto,ITA,Giuseppe Verdi,1851,Rigoletto,melodrama,Unk,1950-1951,Karel Bogaers
999,Scan 2024-02-26 1240-20.jpeg,1950-1951,De Nieuwsgierige Vrouwtjes,1950-10-07,,ned,False,789896,De Nieuwsgierige Vrouwtjes,ITA,Ermanno Wolf-Ferrari,1912,Le Donne Curiose,opera,NL,1950-1951,Karel Bogaers
1000,Scan 2024-02-26 1240-22.jpeg,1950-1951,De Meesterzangers van Nurenberg,1950-10-08,,ned,False,860055,De Meesterzangers van Nurenberg,DUI,Richard Wagner,1868,Die Meistersinger von Nürnberg,zangspel,NL,1950-1951,Karel Bogaers
1001,Scan 2024-02-26 1240-24.jpeg,1950-1951,Bohème,1950-10-08,,ned,False,414181,Bohème,ITA,Giacomo Puccini,1897,La bohème,verismo opera,Unk,1950-1951,Karel Bogaers
1002,Scan 2024-02-26 1240-25.jpeg,1950-1951,De Barbier van Sevilla,1950-10-10,,ned,False,469031,De Barbier van Sevilla,ITA,Giovanni Paisiello,1782,Il barbiere di Siviglia,opera buffa,NL,1950-1951,Karel Bogaers
1003,Scan 2024-02-26 1240-27.jpeg,1950-1951,De Meesterzangers van Nurenberg,1950-10-12,,ned,False,935907,De Meesterzangers van Nurenberg,DUI,Richard Wagner,1868,Die Meistersinger von Nürnberg,zangspel,NL,1950-1951,Karel Bogaers
1004,Scan 2024-02-26 1240-29.jpeg,1950-1951,Casanova in Zwitserland,1950-10-14,,ned,False,553258,Casanova in Zwitserland,DUI,Paul Burkhard,1943,Casanova in der Schweiz,komische oper,NL,1950-1951,Karel Bogaers
1005,Scan 2024-02-26 1240-31.jpeg,1950-1951,Rigoletto,1950-10-15,,ned,False,353557,Rigoletto,ITA,Giuseppe Verdi,1851,Rigoletto,melodrama,Unk,1950-1951,Karel Bogaers
1006,Scan 2024-02-26 1240-33.jpeg,1950-1951,De Barbier van Sevilla,1950-10-15,,ned,False,902970,De Barbier van Sevilla,ITA,Giovanni Paisiello,1782,Il barbiere di Siviglia,opera buffa,NL,1950-1951,Karel Bogaers
1007,Scan 2024-02-26 1240-35.jpeg,1950-1951,De Meesterzangers van Nurenberg,1950-10-17,,ned,False,961042,De Meesterzangers van Nurenberg,DUI,Richard Wagner,1868,Die Meistersinger von Nürnberg,zangspel,NL,1950-1951,Karel Bogaers
1008,Scan 2024-02-26 1240-37.jpeg,1950-1951,Casanova in Zwitserland,1950-10-19,,ned,False,125936,Casanova in Zwitserland,DUI,Paul Burkhard,1943,Casanova in der Schweiz,komische oper,NL,1950-1951,Karel Bogaers
1009,Scan 2024-02-26 1240-39.jpeg,1950-1951,De Tsarewitsch,1950-10-21,,ned,False,813496,De Tsarewitsch,DUI,Franz Lehár,1926,Der Zarewitsch,operette,NL,1950-1951,Karel Bogaers
1010,Scan 2024-02-26 1240-41.jpeg,1950-1951,De Barbier van Sevilla,1950-10-22,,ned,False,905541,De Barbier van Sevilla,ITA,Giovanni Paisiello,1782,Il barbiere di Siviglia,opera buffa,NL,1950-1951,Karel Bogaers
1011,Scan 2024-02-26 1240-43.jpeg,1950-1951,Casanova in Zwitserland,1950-10-22,,ned,False,258435,Casanova in Zwitserland,DUI,Paul Burkhard,1943,Casanova in der Schweiz,komische oper,NL,1950-1951,Karel Bogaers
1012,Scan 2024-02-26 1240-45.jpeg,1950-1951,Bohème,1950-10-24,,ned,False,460087,Bohème,ITA,Giacomo Puccini,1897,La bohème,verismo opera,Unk,1950-1951,Karel Bogaers
1013,Scan 2024-02-26 1240-46.jpeg,1950-1951,De Barbier van Sevilla,1950-10-26,,ned,False,913490,De Barbier van Sevilla,ITA,Giovanni Paisiello,1782,Il barbiere di Siviglia,opera buffa,NL,1950-1951,Karel Bogaers
1014,Scan 2024-02-26 1240-48.jpeg,1950-1951,Hoffmann's Vertellingen,1950-10-28,,ned,False,690519,Hoffmann's Vertellingen,FR,Jacques Offenbach,1881,Les contes d'Hoffmann,opéra fantastique,NL,1950-1951,Karel Bogaers
1015,Scan 2024-02-26 1240-50.jpeg,1950-1951,De Tsarewitsch,1950-10-29,,ned,False,675420,De Tsarewitsch,DUI,Franz Lehár,1926,Der Zarewitsch,operette,NL,1950-1951,Karel Bogaers
1016,Scan 2024-02-26 1240-52.jpeg,1950-1951,Rigoletto,1950-10-29,,ned,False,997057,Rigoletto,ITA,Giuseppe Verdi,1851,Rigoletto,melodrama,Unk,1950-1951,Karel Bogaers
1017,Scan 2024-02-26 1240-54.jpeg,1950-1951,De Tsarewitsch,1950-10-31,,ned,False,583206,De Tsarewitsch,DUI,Franz Lehár,1926,Der Zarewitsch,operette,NL,1950-1951,Karel Bogaers
1018,Scan 2024-02-26 1249-2.jpeg,1950-1951,De Tsarewitsch,1950-11-02,,ned,False,129459,De Tsarewitsch,DUI,Franz Lehár,1926,Der Zarewitsch,operette,NL,1950-1951,Karel Bogaers
1019,Scan 2024-02-26 1249-4.jpeg,1950-1951,De Vliegende Hollander,1950-11-04,,ned,False,309100,De Vliegende Hollander,DEE,Richard Wagner,1843,Der fliegende Holländer,romantische oper,NL,1950-1951,Karel Bogaers
1020,Scan 2024-02-26 1249-6.jpeg,1950-1951,Casanova in Zwitserland,1950-11-05,,ned,False,281613,Casanova in Zwitserland,DUI,Paul Burkhard,1943,Casanova in der Schweiz,komische oper,NL,1950-1951,Karel Bogaers
1021,Scan 2024-02-26 1249-8.jpeg,1950-1951,Hoffmann's Vertellingen,1950-11-05,,ned,False,596183,Hoffmann's Vertellingen,FR,Jacques Offenbach,1881,Les contes d'Hoffmann,opéra fantastique,NL,1950-1951,Karel Bogaers
1022,Scan 2024-02-26 1249-10.jpeg,1950-1951,Casanova in Zwitserland,1950-11-07,,ned,False,259552,Casanova in Zwitserland,DUI,Paul Burkhard,1943,Casanova in der Schweiz,komische oper,NL,1950-1951,Karel Bogaers
1023,Scan 2024-02-26 1249-12.jpeg,1950-1951,De Vliegende Hollander,1950-11-09,,ned,False,463428,De Vliegende Hollander,DEE,Richard Wagner,1843,Der fliegende Holländer,romantische oper,NL,1950-1951,Karel Bogaers
1024,Scan 2024-02-26 1249-14.jpeg,1950-1951,Laagland,1950-11-11,,ned,False,115543,Laagland,DUI,Albert D'Eugen,1903,Tiefland,melodramatische oper,NL,1950-1951,Karel Bogaers
1025,Scan 2024-02-26 1249-16.jpeg,1950-1951,Hoffmann's Vertellingen,1950-11-12,,ned,False,860377,Hoffmann's Vertellingen,FR,Jacques Offenbach,1881,Les contes d'Hoffmann,opéra fantastique,NL,1950-1951,Karel Bogaers
1026,Scan 2024-02-26 1249-18.jpeg,1950-1951,De Tsarewitsch,1950-11-12,,ned,False,304262,De Tsarewitsch,DUI,Franz Lehár,1926,Der Zarewitsch,operette,NL,1950-1951,Karel Bogaers
1027,Scan 2024-02-26 1249-20.jpeg,1950-1951,Lohengrin,1950-11-14,galavoorstelling,ned,False,943797,Lohengrin,DUI,Richard Wagner,1850,Lohengrin,romantische oper,Unk,1950-1951,Karel Bogaers
1028,Scan 2024-02-26 1249-27.jpeg,1950-1951,De Nieuwsgierige Vrouwtjes,1950-11-16,,ned,False,458086,De Nieuwsgierige Vrouwtjes,ITA,Ermanno Wolf-Ferrari,1912,Le Donne Curiose,opera,NL,1950-1951,Karel Bogaers
1029,Scan 2024-02-26 1249-29.jpeg,1950-1951,Bohème,1950-11-18,,ned,False,323642,Bohème,ITA,Giacomo Puccini,1897,La bohème,verismo opera,Unk,1950-1951,Karel Bogaers
1030,Scan 2024-02-26 1249-30.jpeg,1950-1951,Laagland,1950-11-19,,ned,False,291712,Laagland,DUI,Albert D'Eugen,1903,Tiefland,melodramatische oper,NL,1950-1951,Karel Bogaers
1031,Scan 2024-02-26 1249-32.jpeg,1950-1951,De Vliegende Hollander,1950-11-19,,ned,False,977275,De Vliegende Hollander,DEE,Richard Wagner,1843,Der fliegende Holländer,romantische oper,NL,1950-1951,Karel Bogaers
1032,Scan 2024-02-26 1249-34.jpeg,1950-1951,Hoffmann's Vertellingen,1950-11-21,,ned,False,665682,Hoffmann's Vertellingen,FR,Jacques Offenbach,1881,Les contes d'Hoffmann,opéra fantastique,NL,1950-1951,Karel Bogaers
